Player,weighted_pred,scaled_pred,adj_overall,total_min,adj_scaled,pred_scaled,pred_scaled_int
Issa Diop,75.51681400823416,-1.0763627914216038,77,963,-0.021136590048723924,-0.04280342578599616,-0.05381813957108019
Arthur Masuaku,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Nikola Vlašić,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Mark Noble,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Ryan Fredericks,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Andriy Yarmolenko,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Alphonse Areola,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Harrison Ashby,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Sonny Perkins,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Daniel Chesters,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Alex Král,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Ajibola Alese,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Jamal Baptiste,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Conor Coventry,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Pierre Ekwah Elimby,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Armstrong Okoflex,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Darren Randolph,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Kasper Schmeichel,83.10702244386994,1.7899285758059906,85,3330,0.09572986288467455,0.06807666632624287,0.08949642879029954
Youri Tielemans,83.21055984357476,1.829027417092852,84,2631,0.08112155626799966,0.06958917240742402,0.0914513708546426
Çağlar Söyüncü,80.36283346383193,0.7536401457550992,80,2497,0.022688329801300533,0.027988712291747486,0.03768200728775496
James Maddison,82.50718939617518,1.5634135464804102,82,2459,0.0519049430346501,0.05931412124670321,0.07817067732402051
Harvey Barnes,80.59168375619076,0.8400609104729625,81,2101,0.037296636417975426,0.03133182753184105,0.04200304552364813
Daniel Amartey,77.79331881579388,-0.216685994309513,76,2123,-0.03574489666539882,-0.00954754554282955,-0.01083429971547565
Kiernan Dewsbury Hall,77.23242227834497,-0.4284974243684822,71,2105,-0.10878642974877284,-0.01774129414211445,-0.02142487121842411
Timothy Castagne,76.32522866701183,-0.7710810620404039,79,2127,0.00808002318462564,-0.030993856577157475,-0.038554053102020196
Luke Thomas,76.54010952069284,-0.6899355782093288,71,1912,-0.10878642974877284,-0.027854811180532568,-0.034496778910466444
Jamie Vardy,79.10063639958466,0.27699650946094784,86,1806,0.11033816950134945,0.009550150566556503,0.013849825473047393
Wilfred Ndidi,77.33410216370908,-0.3901000364559831,85,1618,0.09572986288467455,-0.01625592319996727,-0.019505001822799156
Ademola Lookman,80.75971383862912,0.9035141316607256,77,1453,-0.021136590048723924,0.03378646249692574,0.04517570658303628
Jonny Evans,79.46765809763349,0.4155949595066031,80,1348,0.022688329801300533,0.014911716066626557,0.020779747975330155
Kelechi Iheanacho,77.4534433507976,-0.34503320894956907,78,1264,-0.006528283432049031,-0.014512550546980085,-0.017251660447478452
Patson Daka,77.59767493991913,-0.2905670157894948,77,1159,-0.021136590048723924,-0.012405571269282545,-0.01452835078947474
Ricardo Pereira,80.57187303994765,0.8325797872037202,84,991,0.08112155626799966,0.0310424265146656,0.04162898936018601
Boubakary Soumaré,74.12033409244057,-1.6037156778526618,78,1102,-0.006528283432049031,-0.06320363257993722,-0.08018578389263309
Nampalys Mendy,80.31599142467401,0.7359511806100405,75,1032,-0.05035320328207349,0.02730442942117839,0.036797559030502025
Marc Albrighton,72.65074323778971,-2.1586774573297434,76,1132,-0.03574489666539882,-0.0846718663857382,-0.10793387286648717
James Justin,78.09498577766952,-0.10276746151371433,77,998,-0.021136590048723924,-0.00514070206762951,-0.005138373075685716
Wesley Fofana,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Jannik Vestergaard,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Ayoze Pérez,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Ryan Bertrand,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Hamza Choudhury,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Danny Ward,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Lewis Brunt,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Kasey McAteer,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Vontae Daley Campbell,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Eldin Jakupović,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Benjamin Nelson,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Dennis Praet,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Robert Sánchez,79.22981761225982,0.32577922706859663,76,3329,-0.03574489666539882,0.011437269330429212,0.01628896135342983
Marc Cucurella,79.64410000074484,0.4822247375942345,81,3089,0.037296636417975426,0.01748923348730691,0.024111236879711725
Joël Veltman,77.84621322011543,-0.1967114737456647,77,2874,-0.021136590048723924,-0.00877484786619398,-0.009835573687283234
Leandro Trossard,80.29209960183701,0.7269289085438991,77,2805,-0.021136590048723924,0.02695541034754423,0.03634644542719496
Lewis Dunk,79.6962655060788,0.5019240039416244,78,2573,-0.006528283432049031,0.018251283184039124,0.02509620019708122
Neal Maupay,77.3956873864332,-0.36684360104451663,77,2276,-0.021136590048723924,-0.015356267383357158,-0.01834218005222583
Yves Bissouma,79.99086902714052,0.613175168693508,79,2111,0.00808002318462564,0.022554941750060564,0.030658758434675398
Pascal Groß,80.06062531391487,0.6395172440510768,76,2038,-0.03574489666539882,0.023573962975701024,0.03197586220255384
Alexis Mac Allister,77.97120117087599,-0.1495122581628004,75,2123,-0.05035320328207349,-0.0069489855580939786,-0.007475612908140019
Jakub Moder,75.40595170488265,-1.1182277369948388,70,1701,-0.12339473636544773,-0.044422936305585914,-0.05591138684974194
Adam Lallana,78.7840444014397,0.1574418333395645,75,1561,-0.05035320328207349,0.004925277585269283,0.007872091666978224
Solly March,74.90010021297596,-1.3092524995750137,75,1746,-0.05035320328207349,-0.051812570001861236,-0.06546262497875069
Tariq Lamptey,74.91404037868196,-1.3039882730442578,74,1561,-0.06496150989874838,-0.051608927786940706,-0.06519941365221289
Adam Webster,76.44855416239197,-0.7245096396921634,75,1434,-0.05035320328207349,-0.029192279926991027,-0.03622548198460817
Danny Welbeck,76.16781423621231,-0.8305254933631804,73,1478,-0.07956981651542328,-0.03329341484816628,-0.041526274668159016
Shane Duffy,77.82611407248564,-0.20430151739577465,72,1436,-0.09417812313209795,-0.009068462377503916,-0.010215075869788733
Dan Burn,76.5951715357095,-0.6691425025457634,75,2462,-0.05035320328207349,-0.027050448382237136,-0.03345712512728817
Enock Mwepu,77.87787009596887,-0.1847568837312313,75,996,-0.05035320328207349,-0.008312394517200783,-0.009237844186561565
Moisés Caicedo,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Steven Alzate,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Aaron Connolly,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Jason Steele,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Jeremy Sarmiento,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Taylor Richards,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Evan Ferguson,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Jürgen Locadia,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Florin Andone,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Michał Karbownik,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Marc Leonard,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Thomas Mcgill,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Odeluga Offiah,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Haydon Roberts,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Kjell Scherpen,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Ed Turns,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Andi Zeqiri,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Conor Coady,79.27772212021088,0.34386941243778235,79,3361,0.00808002318462564,0.012137073070899174,0.01719347062188912
José Sá,81.19682705171897,1.0685812493564983,79,3285,0.00808002318462564,0.040171946339942144,0.05342906246782492
João Moutinho,80.21357302063814,0.6972749057985356,80,2970,0.022688329801300533,0.025808269971831832,0.03486374528992678
Romain Saïss,79.45590897710875,0.4111581376435209,78,2705,-0.006528283432049031,0.014740081311524822,0.020557906882176045
Rúben Neves,80.46866291185832,0.7936045335382229,82,2661,0.0519049430346501,0.029534701317590395,0.039680226676911144
Max Kilman,78.31320465707763,-0.02036143860702432,70,2687,-0.12339473636544773,-0.0019528937676884794,-0.001018071930351216
Raúl Jiménez,79.4497826179866,0.4088446398768577,83,2631,0.06651324965132499,0.014650585579024655,0.020442231993842885
Nélson Semedo,76.61822283991775,-0.6604376356352256,80,2131,0.022688329801300533,-0.026713707862448866,-0.033021881781761284
Leander Dendoncker,76.87452710599864,-0.5636494233639877,77,1950,-0.021136590048723924,-0.022969536556377346,-0.028182471168199386
Rayan Aït Nouri,77.1165286110755,-0.4722623645315541,73,1828,-0.07956981651542328,-0.019434304368517896,-0.023613118226577707
Hwang Hee-chan,76.03040102020779,-0.8824168634245797,75,1816,-0.05035320328207349,-0.035300789240743535,-0.04412084317122898
Fernando Marçal,77.53171986984874,-0.31547363720453736,75,1449,-0.05035320328207349,-0.013369063155795002,-0.015773681860226867
Francisco Trincão,75.21639172190072,-1.189811297235687,76,1336,-0.03574489666539882,-0.047192086659237686,-0.05949056486178435
Daniel Podence,76.02241083922037,-0.8854341964768978,78,1484,-0.006528283432049031,-0.0354175122545306,-0.04427170982384489
Adama Traoré,74.41806465518658,-1.4912836479558145,78,1067,-0.006528283432049031,-0.058854293230188315,-0.07456418239779072
Jonny Castro,78.15117190683894,-0.08154988648110596,80,1024,0.022688329801300533,-0.004319917865118539,-0.004077494324055298
Willy Boly,77.14856283945396,-0.4601652748355848,79,900,0.00808002318462564,-0.018966338538136673,-0.02300826374177924
Fábio Silva,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Pedro Neto,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Toti Gomes,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Ki-Jana Hoever,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Luke Cundle,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Chiquinho,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
John Ruddy,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Chem Campbell,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Morgan Gibbs-White,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Hugo Bueno,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Ryan John Giles,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Bruno Jordão,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Christian Marques,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Yerson Mosquera,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Louie Moulden,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Dion Sanderson,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
James Storer,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Allan Saint-Maximin,78.4833175470335,0.04387831344581591,79,2804,0.00808002318462564,5.321674882352578e-4,0.0021939156722907954
Joelinton,77.13576226221758,-0.4649991584290704,74,2558,-0.06496150989874838,-0.01915333329527602,-0.02324995792145352
Martin Dúbravka,82.5349272551703,1.5738881976651955,81,2340,0.037296636417975426,0.05971932439579408,0.07869440988325978
Fabian Schär,75.00284334726305,-1.2704535968378532,76,2158,-0.03574489666539882,-0.050311666793437126,-0.06352267984189267
Joe Willock,74.89917962326308,-1.309600141984198,75,2038,-0.05035320328207349,-0.05182601825865518,-0.0654800070992099
Jamaal Lascelles,74.33999633018945,-1.5207645993540162,77,2058,-0.021136590048723924,-0.059994739258796725,-0.07603822996770081
Jonjo Shelvey,73.41970408751348,-1.8682946748291709,75,1983,-0.05035320328207349,-0.07343865051675458,-0.09341473374145855
Miguel Almirón,72.20166127804174,-2.328264334333002,77,1716,-0.021136590048723924,-0.09123219334975374,-0.1164132167166501
Emil Krafth,73.56771095427901,-1.8124028230970517,73,1634,-0.07956981651542328,-0.07127652082567049,-0.09062014115485259
Ryan Fraser,74.76766447918412,-1.3592642224017266,75,1465,-0.05035320328207349,-0.05374723180809671,-0.06796321112008633
Matt Targett,75.4688438724246,-1.0944777598472597,77,2871,-0.021136590048723924,-0.04350418823834579,-0.05472388799236298
Callum Wilson,73.18408517755265,-1.957271473464312,79,1386,0.00808002318462564,-0.07688064379814907,-0.0978635736732156
Sean Longstaff,73.6938299680184,-1.7647764840590754,72,1464,-0.09417812313209795,-0.06943413560277256,-0.08823882420295377
Chris Wood,70.97824177229235,-2.790264396329139,79,2694,0.00808002318462564,-0.10910428061056154,-0.13951321981645695
Javier Manquillo,73.67635840580756,-1.77137427229659,74,1257,-0.06496150989874838,-0.069689365540621,-0.0885687136148295
Matt Ritchie,73.22108506833719,-1.9432992000487117,74,1337,-0.06496150989874838,-0.07634013804878514,-0.09716496000243559
Jacob Murphy,72.34897438437461,-2.2726344674404166,72,1473,-0.09417812313209795,-0.08908019832378833,-0.11363172337202083
Ciaran Clark,75.19740347130303,-1.1969818326996902,75,1014,-0.05035320328207349,-0.04746947284608294,-0.05984909163498451
Isaac Hayden,74.13973696154325,-1.5963885699504143,76,1002,-0.03574489666539882,-0.06292018951884204,-0.07981942849752072
Bruno Guimarães,82.1221225827275,1.4180007172346385,79,1034,0.00808002318462564,0.05368894716795358,0.07090003586173192
Karl Darlow,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Federico Fernández,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Kieran Trippier,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Freddie Woodman,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Jamal Lewis,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Paul Dummett,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Jeff Hendrick,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Dwight Gayle,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Elliot Anderson,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Lucas De Bolle,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Mark Gillespie,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Joe White,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Marc Guéhi,81.11638988934509,1.0382057536014555,73,3222,-0.07956981651542328,0.03899689560860908,0.051910287680072775
Tyrick Mitchell,75.36281246259868,-1.13451841449017,71,3101,-0.10878642974877284,-0.04505312758408109,-0.05672592072450851
Conor Gallagher,81.31151535370655,1.1118910072764032,74,2845,-0.06496150989874838,0.04184734822072267,0.05559455036382016
Joachim Andersen,79.99184423695638,0.6135434372990604,77,2916,-0.021136590048723924,0.02256918791406637,0.03067717186495302
Wilfried Zaha,80.45472513769889,0.7883412101275008,82,2760,0.0519049430346501,0.0293310940391156,0.03941706050637504
Vicente Guaita,82.42996019123747,1.534249472095902,80,2655,0.022688329801300533,0.05818593334121114,0.07671247360479509
Joel Ward,77.40479403274783,-0.36340465705010894,74,2487,-0.06496150989874838,-0.01522323470174336,-0.018170232852505446
Jordan Ayew,77.44261585940187,-0.3491219958886215,75,2019,-0.05035320328207349,-0.014670721861178349,-0.017456099794431072
Cheikhou Kouyaté,75.25787692180428,-1.174145235972729,78,1974,-0.006528283432049031,-0.0465860581389923,-0.058707261798636445
Jeffrey Schlupp,76.92943156372081,-0.5429158460813769,75,1851,-0.05035320328207349,-0.022167475403349624,-0.027145792304068845
Odsonne Édouard,77.53341372900324,-0.3148339849587508,75,1564,-0.05035320328207349,-0.013344318741900674,-0.01574169924793754
James McArthur,77.39992383756297,-0.36524378947097247,75,1439,-0.05035320328207349,-0.0152943800062868,-0.018262189473548622
Nathaniel Clyne,73.79070937581939,-1.7281919010931637,75,1351,-0.05035320328207349,-0.06801889150877405,-0.08640959505465819
Jean-Philippe Mateta,75.95943118436935,-0.909217211468018,75,1145,-0.05035320328207349,-0.036337538363206745,-0.0454608605734009
Will Hughes,76.30360812516602,-0.7792456299798648,76,1053,-0.03574489666539882,-0.03130969608165968,-0.03896228149899324
Michael Olise,78.56966416517805,0.07648539772759558,73,1141,-0.07956981651542328,0.0017935453614039698,0.003824269886379779
Christian Benteke,74.58919968972228,-1.4266579033165934,75,1145,-0.05035320328207349,-0.056354300172835714,-0.07133289516582966
Luka Milivojević,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Jack Butland,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Eberechi Eze,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
James Tomkins,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Jaïro Riedewald,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Jesuran Rak Sakyi,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Nathan Ferguson,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Omotayo Adaramola,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Scott Banks,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Reece Hannam,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Martin Kelly,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Remi Matthews,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Robert Street,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Pontus Jansson,78.11297304153274,-0.09597492879628162,75,3321,-0.05035320328207349,-0.0048779386019204285,-0.004798746439814081
Christian Nørgaard,80.8232385717548,0.9275029846293342,73,3054,-0.07956981651542328,0.03471445127616812,0.04637514923146671
Bryan Mbeumo,79.19716930258105,0.3134502417738716,74,2905,-0.06496150989874838,0.010960332812125495,0.01567251208869358
Rico Henry,75.90382567857449,-0.9302155256225852,74,2776,-0.06496150989874838,-0.03714984064143323,-0.04651077628112926
Ivan Toney,78.95403897238124,0.2216369045681298,76,2909,-0.03574489666539882,0.007408610400753357,0.01108184522840649
Ethan Pinnock,76.22545806434273,-0.8087574472883898,74,2694,-0.06496150989874838,-0.03245133613227824,-0.040437872364419494
Vitaly Janelt,76.35473659016957,-0.7599379813030231,73,2298,-0.07956981651542328,-0.030562795788048103,-0.037996899065151156
Sergi Canós,74.87799445479664,-1.3176002998195933,72,2083,-0.09417812313209795,-0.052135497695338984,-0.06588001499097966
David Raya,82.1963806546912,1.4460428023000775,74,2160,-0.06496150989874838,0.05477373185196255,0.07230214011500388
Kristoffer Ajer,75.50024926427406,-1.0826181377689144,75,1995,-0.05035320328207349,-0.043045408644792005,-0.05413090688844572
Mathias Jensen,75.72279679779717,-0.9985774846637588,74,1601,-0.06496150989874838,-0.039794366038301776,-0.04992887423318794
Yoane Wissa,73.8445943441827,-1.7078433137055051,75,1284,-0.05035320328207349,-0.06723172336889305,-0.08539216568527526
Mads Roerslev,72.14783404423453,-2.348591119412973,67,1240,-0.16721965621547208,-0.09201851808553685,-0.11742955597064866
Frank Onyeka,73.5592068583511,-1.8156142259130512,75,1045,-0.05035320328207349,-0.07140075126648293,-0.09078071129565256
Christian Eriksen,81.36573647404221,1.132366535775704,82,939,0.0519049430346501,0.042639426971685435,0.0566183267887852
Shandon Baptiste,70.38732102829843,-3.013413871286029,66,910,-0.18182796283214686,-0.11773663202497842,-0.15067069356430146
Mads Bech Sørensen,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Mathias Jørgensen,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Saman Ghoddos,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Charlie Goode,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Josh Dasilva,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Jonas Lössl,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Dominic Thompson,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Marcus Forss,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Mads Bidstrup,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Tariqe Fosu,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Finley Stevens,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Nathan Young-Coombes,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Matthew Cox,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Halil Dervişoğlu,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Patrik Gunnarsson,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Maxwell Haygarth,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Julian Jeanvier,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Edmond-Paris Maghoma,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Myles Peart-Harris,78.36712365667543,0,NA,NA,-0.00540788233460503,-0.0011652284890995013,0
Matty Cash,77.96975656447091,-0.1500577850614376,78,3377,-0.006528283432049031,-0.006970088811399711,-0.00750288925307188
Emiliano Martínez,81.7805007027879,1.2889940036996492,84,3240,0.08112155626799966,0.048698429998831116,0.06444970018498246
Tyrone Mings,77.27617824905253,-0.4119738516408972,78,3189,-0.006528283432049031,-0.017102093505708238,-0.020598692582044862
John McGinn,79.58754961826018,0.4608696095363291,78,3090,-0.006528283432049031,0.016663128160680607,0.023043480476816456
Ollie Watkins,79.33734515852831,0.3663848679046918,78,2952,-0.006528283432049031,0.013008064696057975,0.01831924339523459
Douglas Luiz,78.86559749610778,0.18823873874737165,77,2715,-0.021136590048723924,0.006116630197719353,0.009411936937368583
Ezri Konsa,76.90385882408317,-0.5525728829705863,78,2477,-0.006528283432049031,-0.02254104982500471,-0.027628644148529315
Jacob Ramsey,76.93258212097103,-0.5417261007502906,68,2467,-0.1526113495987973,-0.022121451097024902,-0.02708630503751453
